state,race,year,count,population,crude_rate_100k
Hawaii,Asian or Pacific Islander,2013,53,277586,19.09
Hawaii,Black or African American,2013,0,13259,0
Idaho,White,2013,85,449117,18.930000000000003
Illinois,Asian or Pacific Islander,2013,28,185954,15.06
Illinois,Black or African American,2013,71,620438,11.440000000000001
Illinois,White,2013,522,2570508,20.310000000000002
Indiana,American Indian or Alaska Native,2013,0,9604,0
Indiana,Black or African American,2013,29,238563,12.16
Indiana,White,2013,275,1489349,18.46
Iowa,White,2013,144,740951,19.430000000000003
Kansas,Black or African American,2013,16,75613,21.16
Kansas,White,2013,139,694376,20.02
Kentucky,American Indian or Alaska Native,2013,0,3485,0
Kentucky,White,2013,195,986850,19.76
Louisiana,American Indian or Alaska Native,2013,0,11998,0
Louisiana,Black or African American,2013,62,488974,12.68
Louisiana,White,2013,133,714610,18.61
Maine,Asian or Pacific Islander,2013,0,5186,0
Maine,White,2013,51,279734,18.23
Maryland,Asian or Pacific Islander,2013,16,105026,15.230000000000002
Maryland,Black or African American,2013,68,534714,12.72
Maryland,White,2013,169,868165,19.47
Massachusetts,American Indian or Alaska Native,2013,0,11793,0
Massachusetts,Asian or Pacific Islander,2013,22,117501,18.72
Massachusetts,Black or African American,2013,22,190911,11.520000000000001
Massachusetts,White,2013,232,1303968,17.790000000000003
Michigan,Black or African American,2013,74,476216,15.540000000000001
Michigan,White,2013,355,1953827,18.169999999999998
Minnesota,Black or African American,2013,20,142666,14.02
Minnesota,White,2013,235,1164948,20.17
Mississippi,American Indian or Alaska Native,2013,0,6233,0
Mississippi,Black or African American,2013,45,366696,12.270000000000001
Mississippi,White,2013,84,442778,18.97
Missouri,American Indian or Alaska Native,2013,0,12348,0
Missouri,Black or African American,2013,33,248248,13.290000000000001
Missouri,White,2013,227,1266507,17.919999999999998
Montana,Asian or Pacific Islander,2013,0,2725,0
Montana,White,2013,26,216661,12
Nebraska,American Indian or Alaska Native,2013,0,12657,0
Nebraska,White,2013,97,453813,21.37
Nevada,American Indian or Alaska Native,2013,0,16892,0
Nevada,White,2013,91,553312,16.45
New Hampshire,American Indian or Alaska Native,2013,0,1395,0
New Hampshire,White,2013,49,292444,16.76
New Jersey,American Indian or Alaska Native,2013,0,19967,0
New Jersey,Asian or Pacific Islander,2013,49,226723,21.61
New Jersey,Black or African American,2013,63,410493,15.350000000000001
New Jersey,White,2013,337,1620269,20.8
New Mexico,Black or African American,2013,0,21368,0
New Mexico,White,2013,76,456977,16.630000000000003
New York,Asian or Pacific Islander,2013,72,409949,17.56
New York,Black or African American,2013,164,1039131,15.780000000000001
New York,White,2013,788,3341282,23.580000000000002
North Carolina,American Indian or Alaska Native,2013,0,54324,0
North Carolina,Black or African American,2013,97,677928,14.31
North Carolina,White,2013,288,1729915,16.650000000000002
North Dakota,Asian or Pacific Islander,2013,0,2683,0
North Dakota,Black or African American,2013,0,6592,0
North Dakota,White,2013,31,160819,19.28
Ohio,American Indian or Alaska Native,2013,0,11552,0
Ohio,Black or African American,2013,76,520155,14.61
Ohio,White,2013,481,2385289,20.17
Oklahoma,American Indian or Alaska Native,2013,24,153890,15.600000000000001
Oklahoma,White,2013,132,754663,17.490000000000002
Oregon,White,2013,148,836699,17.69
Pennsylvania,American Indian or Alaska Native,2013,0,17658,0
Pennsylvania,Asian or Pacific Islander,2013,20,122721,16.3
Pennsylvania,Black or African American,2013,79,509272,15.51
Pennsylvania,White,2013,485,2464657,19.680000000000003
Rhode Island,American Indian or Alaska Native,2013,0,4434,0
Rhode Island,White,2013,37,207307,17.85
South Carolina,American Indian or Alaska Native,2013,0,8414,0
South Carolina,Black or African American,2013,68,407324,16.69
South Carolina,White,2013,127,769536,16.5
South Dakota,Asian or Pacific Islander,2013,0,3702,0
South Dakota,Black or African American,2013,0,7764,0
South Dakota,White,2013,36,184874,19.47
Tennessee,American Indian or Alaska Native,2013,0,9183,0
Tennessee,Black or African American,2013,53,364053,14.56
Tennessee,White,2013,226,1259177,17.95
Texas,Asian or Pacific Islander,2013,51,357498,14.27
Texas,Black or African American,2013,148,1080285,13.700000000000001
Texas,White,2013,1293,6282871,20.580000000000002
Utah,White,2013,176,912490,19.290000000000003
Vermont,American Indian or Alaska Native,2013,0,792,0
Vermont,Asian or Pacific Islander,2013,0,3165,0
Vermont,Black or African American,2013,0,4070,0
Vermont,White,2013,19,138530,13.719999999999999
Virginia,American Indian or Alaska Native,2013,0,14018,0
Virginia,Asian or Pacific Islander,2013,20,151113,13.240000000000002
Virginia,Black or African American,2013,61,496407,12.290000000000001
Virginia,White,2013,242,1441769,16.78
Washington,Asian or Pacific Islander,2013,27,174358,15.490000000000002
Washington,Black or African American,2013,20,123274,16.22
Washington,White,2013,259,1419990,18.240000000000002
West Virginia,American Indian or Alaska Native,2013,0,892,0
West Virginia,White,2013,78,403433,19.330000000000002
Wisconsin,Black or African American,2013,22,157930,13.930000000000001
Wisconsin,White,2013,216,1238511,17.44
Wyoming,Asian or Pacific Islander,2013,0,1784,0
Wyoming,Black or African American,2013,0,3456,0
Wyoming,White,2013,24,141468,16.96
Alabama,Black or African American,2014,64,393930,16.25
Alabama,White,2014,162,823382,19.67
Arizona,American Indian or Alaska Native,2014,17,136706,12.440000000000001
Arizona,White,2014,281,1455045,19.310000000000002
Arkansas,Black or African American,2014,21,156876,13.39
Arkansas,White,2014,131,602110,21.76
California,American Indian or Alaska Native,2014,16,246148,6.5
California,Asian or Pacific Islander,2014,253,1454253,17.400000000000002
California,Black or African American,2014,114,819535,13.91
California,White,2014,1574,7732969,20.35
Colorado,White,2014,241,1207410,19.96
Connecticut,Black or African American,2014,27,133924,20.16
Connecticut,White,2014,129,702717,18.36
Delaware,White,2014,34,150150,22.64
District of Columbia,American Indian or Alaska Native,2014,0,1276,0
District of Columbia,Asian or Pacific Islander,2014,0,5068,0
Florida,Asian or Pacific Islander,2014,17,154089,11.030000000000001
Florida,Black or African American,2014,177,1077063,16.430000000000003
Florida,White,2014,756,3270752,23.11
Georgia,American Indian or Alaska Native,2014,0,18978,0
Georgia,Asian or Pacific Islander,2014,20,120733,16.57
Georgia,Black or African American,2014,143,1020127,14.02
Georgia,White,2014,337,1621880,20.78
Hawaii,American Indian or Alaska Native,2014,0,1464,0
Hawaii,Asian or Pacific Islander,2014,45,277590,16.21
Idaho,White,2014,70,452455,15.469999999999999
Illinois,Asian or Pacific Islander,2014,44,189776,23.19
Illinois,Black or African American,2014,62,609679,10.170000000000002
Illinois,White,2014,519,2544934,20.39
Indiana,Black or African American,2014,41,239428,17.12
Indiana,White,2014,267,1482697,18.01
Iowa,American Indian or Alaska Native,2014,0,7020,0
Iowa,White,2014,162,740727,21.87
Kansas,White,2014,131,692746,18.91
Kentucky,American Indian or Alaska Native,2014,0,3512,0
Kentucky,White,2014,195,982831,19.840000000000003
Louisiana,American Indian or Alaska Native,2014,0,12058,0
Louisiana,Black or African American,2014,71,487240,14.57
Louisiana,White,2014,134,715241,18.73
Maine,American Indian or Alaska Native,2014,0,3142,0
Maine,Asian or Pacific Islander,2014,0,5194,0
Maine,Black or African American,2014,0,10791,0
Maine,White,2014,59,276694,21.32
Maryland,American Indian or Alaska Native,2014,0,12084,0
Maryland,Black or African American,2014,74,534633,13.840000000000002
Maryland,White,2014,158,868488,18.19
Massachusetts,American Indian or Alaska Native,2014,0,11775,0
Massachusetts,Asian or Pacific Islander,2014,19,121498,15.64
Massachusetts,Black or African American,2014,16,193966,8.25
Massachusetts,White,2014,245,1295139,18.919999999999998
Michigan,Asian or Pacific Islander,2014,16,93469,17.12
Michigan,Black or African American,2014,53,470738,11.26
Michigan,White,2014,395,1936446,20.400000000000002
Minnesota,Asian or Pacific Islander,2014,21,94484,22.230000000000004
Minnesota,Black or African American,2014,23,148352,15.5
Minnesota,White,2014,223,1160720,19.21
Mississippi,American Indian or Alaska Native,2014,0,6337,0
Mississippi,Black or African American,2014,47,362703,12.96
Mississippi,White,2014,78,440472,17.71
Missouri,American Indian or Alaska Native,2014,0,12582,0
Missouri,Black or African American,2014,21,247160,8.5
Missouri,White,2014,239,1259824,18.97
Montana,Black or African American,2014,0,4009,0
Montana,White,2014,46,217076,21.19
Nebraska,American Indian or Alaska Native,2014,0,13306,0
Nebraska,White,2014,86,454697,18.91
Nevada,White,2014,114,553468,20.6
New Hampshire,American Indian or Alaska Native,2014,0,1367,0
New Hampshire,White,2014,74,288163,25.680000000000003
New Jersey,American Indian or Alaska Native,2014,0,20117,0
New Jersey,Asian or Pacific Islander,2014,35,230737,15.17
New Jersey,Black or African American,2014,72,410554,17.540000000000003
New Jersey,White,2014,360,1610630,22.35
New Mexico,White,2014,74,449833,16.45
New York,Asian or Pacific Islander,2014,64,421415,15.190000000000001
New York,Black or African American,2014,177,1031944,17.150000000000002
New York,White,2014,750,3317351,22.61
North Carolina,Asian or Pacific Islander,2014,21,92393,22.730000000000004
North Carolina,Black or African American,2014,73,676581,10.790000000000001
North Carolina,White,2014,333,1724744,19.310000000000002
North Dakota,Black or African American,2014,0,7349,0
North Dakota,White,2014,21,165157,12.72
Ohio,Black or African American,2014,60,521733,11.5
Ohio,White,2014,429,2368779,18.11
Oklahoma,American Indian or Alaska Native,2014,28,155061,18.06
Oklahoma,White,2014,117,756586,15.46
Oregon,White,2014,172,836921,20.55
Pennsylvania,American Indian or Alaska Native,2014,0,18076,0
Pennsylvania,Asian or Pacific Islander,2014,19,127698,14.880000000000003
Pennsylvania,Black or African American,2014,64,509633,12.56
Pennsylvania,White,2014,449,2443491,18.380000000000003
Rhode Island,American Indian or Alaska Native,2014,0,4574,0
Rhode Island,White,2014,49,205037,23.900000000000002
South Carolina,American Indian or Alaska Native,2014,0,8481,0
South Carolina,Black or African American,2014,46,404411,11.370000000000001
South Carolina,White,2014,135,774681,17.430000000000003
South Dakota,White,2014,43,185609,23.17
Tennessee,American Indian or Alaska Native,2014,0,9354,0
Tennessee,Black or African American,2014,52,363522,14.3
Tennessee,White,2014,271,1260553,21.5
Texas,Asian or Pacific Islander,2014,60,377067,15.91
Texas,Black or African American,2014,167,1096267,15.230000000000002
Texas,White,2014,1299,6342321,20.480000000000004
Utah,White,2014,162,918994,17.630000000000003
Vermont,American Indian or Alaska Native,2014,0,747,0
Vermont,Asian or Pacific Islander,2014,0,3209,0
Vermont,Black or African American,2014,0,4100,0
Vermont,White,2014,29,136825,21.19
Virginia,Asian or Pacific Islander,2014,26,155874,16.680000000000003
Virginia,Black or African American,2014,50,494597,10.11
Virginia,White,2014,254,1440226,17.64
Washington,Asian or Pacific Islander,2014,25,180432,13.86
Washington,White,2014,316,1419580,22.26
West Virginia,American Indian or Alaska Native,2014,0,908,0
West Virginia,Asian or Pacific Islander,2014,0,4001,0
West Virginia,White,2014,81,401224,20.19
Wisconsin,Asian or Pacific Islander,2014,16,58501,27.35
Wisconsin,Black or African American,2014,22,158144,13.91
Wisconsin,White,2014,245,1229502,19.930000000000003
Wyoming,Asian or Pacific Islander,2014,0,1834,0
Wyoming,Black or African American,2014,0,3444,0
Wyoming,White,2014,27,141071,19.14
Alabama,American Indian or Alaska Native,2015,0,9589,0
Alabama,Black or African American,2015,50,392915,12.73
Alabama,White,2015,201,823721,24.400000000000002
Alaska,White,2015,18,125440,14.350000000000001
Arizona,American Indian or Alaska Native,2015,19,137098,13.86
Arizona,White,2015,320,1452609,22.03
Arkansas,American Indian or Alaska Native,2015,0,9767,0
Arkansas,Black or African American,2015,26,156669,16.6
Arkansas,White,2015,107,601282,17.8
California,Asian or Pacific Islander,2015,246,1485352,16.56
California,Black or African American,2015,89,810761,10.98
California,White,2015,1670,7693551,21.71
Colorado,White,2015,217,1215036,17.86
Connecticut,American Indian or Alaska Native,2015,0,7262,0
Connecticut,White,2015,129,693540,18.6
Delaware,American Indian or Alaska Native,2015,0,1950,0
Delaware,Asian or Pacific Islander,2015,0,10507,0
Delaware,White,2015,41,149741,27.380000000000003
District of Columbia,American Indian or Alaska Native,2015,0,1264,0
Florida,Asian or Pacific Islander,2015,24,158325,15.16
Florida,Black or African American,2015,164,1088420,15.07
Florida,White,2015,770,3305373,23.3
Georgia,Asian or Pacific Islander,2015,23,125346,18.35
Georgia,Black or African American,2015,140,1026234,13.64
Georgia,White,2015,368,1623712,22.66
Hawaii,Asian or Pacific Islander,2015,48,278983,17.21
Hawaii,Black or African American,2015,0,13496,0
Idaho,White,2015,85,455757,18.650000000000002
Illinois,Asian or Pacific Islander,2015,27,193103,13.980000000000002
Illinois,Black or African American,2015,74,601225,12.31
Illinois,White,2015,509,2521034,20.19
Indiana,Black or African American,2015,34,240458,14.14
Indiana,White,2015,306,1476304,20.730000000000004
Iowa,American Indian or Alaska Native,2015,0,7180,0
Iowa,White,2015,170,739933,22.980000000000004
Kansas,White,2015,131,691015,18.96
Kentucky,Black or African American,2015,20,127365,15.700000000000001
Kentucky,White,2015,199,981055,20.28
Louisiana,Black or African American,2015,77,486738,15.82
Louisiana,White,2015,169,716505,23.590000000000003
Maine,American Indian or Alaska Native,2015,0,3153,0
Maine,White,2015,59,273431,21.580000000000002
Maryland,American Indian or Alaska Native,2015,0,12675,0
Maryland,Black or African American,2015,62,535492,11.58
Maryland,White,2015,170,865381,19.64
Massachusetts,American Indian or Alaska Native,2015,0,11841,0
Massachusetts,Asian or Pacific Islander,2015,21,124814,16.830000000000002
Massachusetts,Black or African American,2015,22,196997,11.170000000000002
Massachusetts,White,2015,252,1284692,19.62
Michigan,Asian or Pacific Islander,2015,20,95426,20.96
Michigan,Black or African American,2015,65,466651,13.930000000000001
Michigan,White,2015,330,1918799,17.2
Minnesota,Asian or Pacific Islander,2015,20,96897,20.64
Minnesota,Black or African American,2015,27,154237,17.51
Minnesota,White,2015,238,1155061,20.6
Mississippi,American Indian or Alaska Native,2015,0,6465,0
Mississippi,Asian or Pacific Islander,2015,0,9579,0
Mississippi,Black or African American,2015,48,358864,13.380000000000003
Mississippi,White,2015,73,438317,16.650000000000002
Missouri,Black or African American,2015,41,247186,16.59
Missouri,White,2015,262,1255382,20.87
Montana,Black or African American,2015,0,4056,0
Montana,White,2015,33,217796,15.15
Nebraska,White,2015,80,456452,17.53
Nevada,White,2015,138,554924,24.87
New Hampshire,American Indian or Alaska Native,2015,0,1329,0
New Hampshire,White,2015,56,284204,19.700000000000003
New Jersey,Asian or Pacific Islander,2015,41,235347,17.419999999999998
New Jersey,Black or African American,2015,61,410612,14.86
New Jersey,White,2015,330,1599638,20.630000000000003
New Mexico,American Indian or Alaska Native,2015,16,82761,19.330000000000002
New Mexico,White,2015,85,444083,19.14
New York,Asian or Pacific Islander,2015,75,432791,17.330000000000002
New York,Black or African American,2015,159,1026118,15.5
New York,White,2015,781,3298379,23.680000000000003
North Carolina,Black or African American,2015,117,676187,17.3
North Carolina,White,2015,335,1724167,19.430000000000003
North Dakota,White,2015,30,169097,17.740000000000002
Ohio,American Indian or Alaska Native,2015,0,11789,0
Ohio,Black or African American,2015,90,524571,17.16
Ohio,White,2015,499,2352199,21.21
Oklahoma,American Indian or Alaska Native,2015,39,156272,24.96
Oklahoma,Black or African American,2015,22,120857,18.2
Oklahoma,White,2015,112,760410,14.730000000000002
Oregon,White,2015,188,838866,22.41
Pennsylvania,American Indian or Alaska Native,2015,0,18603,0
Pennsylvania,Asian or Pacific Islander,2015,19,131608,14.440000000000001
Pennsylvania,Black or African American,2015,57,510924,11.16
Pennsylvania,White,2015,504,2424477,20.790000000000003
Rhode Island,American Indian or Alaska Native,2015,0,4842,0
Rhode Island,White,2015,43,203045,21.180000000000003
South Carolina,American Indian or Alaska Native,2015,0,8542,0
South Carolina,Black or African American,2015,63,403988,15.590000000000002
South Carolina,White,2015,133,781954,17.01
South Dakota,Black or African American,2015,0,8636,0
South Dakota,White,2015,26,185521,14.01
Tennessee,Black or African American,2015,61,363391,16.790000000000003
Tennessee,White,2015,214,1264240,16.930000000000003
Texas,Asian or Pacific Islander,2015,71,398082,17.84
Texas,Black or African American,2015,138,1116110,12.36
Texas,White,2015,1372,6408587,21.41
Utah,White,2015,188,927634,20.27
Vermont,American Indian or Alaska Native,2015,0,735,0
Vermont,Asian or Pacific Islander,2015,0,3564,0
Vermont,White,2015,28,135229,20.71
Virginia,Asian or Pacific Islander,2015,25,160966,15.530000000000001
Virginia,Black or African American,2015,50,494769,10.11
Virginia,White,2015,248,1438842,17.240000000000002
Washington,Asian or Pacific Islander,2015,31,186708,16.6
Washington,Black or African American,2015,22,128422,17.130000000000003
Washington,White,2015,287,1424226,20.150000000000002
West Virginia,American Indian or Alaska Native,2015,0,959,0
West Virginia,White,2015,63,398214,15.82
Wisconsin,Black or African American,2015,20,158538,12.620000000000001
Wisconsin,White,2015,227,1221479,18.580000000000002
Wyoming,White,2015,19,142138,13.37
Alabama,Black or African American,2016,71,392474,18.09
Alabama,White,2016,193,825145,23.39
Alaska,Black or African American,2016,0,13167,0
Arizona,American Indian or Alaska Native,2016,19,138102,13.76
Arizona,White,2016,262,1451374,18.05
Arkansas,American Indian or Alaska Native,2016,0,9933,0
Arkansas,White,2016,119,600283,19.82
California,Asian or Pacific Islander,2016,234,1507687,15.52
California,Black or African American,2016,107,802891,13.330000000000002
California,White,2016,1552,7649709,20.290000000000003
Colorado,White,2016,216,1219585,17.71
Connecticut,American Indian or Alaska Native,2016,0,7324,0
Connecticut,Black or African American,2016,18,132115,13.62
Connecticut,White,2016,136,685513,19.840000000000003
Delaware,American Indian or Alaska Native,2016,0,1981,0
Delaware,Asian or Pacific Islander,2016,0,10725,0
Delaware,Black or African American,2016,16,69335,23.080000000000002
Delaware,White,2016,31,149616,20.72
District of Columbia,American Indian or Alaska Native,2016,0,1315,0
District of Columbia,Asian or Pacific Islander,2016,0,5417,0
Florida,Black or African American,2016,177,1103848,16.03
Florida,White,2016,738,3351813,22.02
Georgia,American Indian or Alaska Native,2016,0,19649,0
Georgia,Asian or Pacific Islander,2016,34,130673,26.02
Georgia,Black or African American,2016,158,1035408,15.26
Georgia,White,2016,347,1627149,21.330000000000002
Hawaii,American Indian or Alaska Native,2016,0,1353,0
Hawaii,Asian or Pacific Islander,2016,45,279609,16.09
Idaho,Black or African American,2016,0,9125,0
Idaho,White,2016,85,461536,18.419999999999998
Illinois,Asian or Pacific Islander,2016,39,195599,19.94
Illinois,Black or African American,2016,90,593318,15.17
Illinois,White,2016,525,2498740,21.01
Indiana,American Indian or Alaska Native,2016,0,9461,0
Indiana,Black or African American,2016,32,242887,13.17
Indiana,White,2016,294,1472736,19.96
Iowa,American Indian or Alaska Native,2016,0,7338,0
Iowa,White,2016,158,739215,21.37
Kansas,White,2016,111,689042,16.11
Kentucky,American Indian or Alaska Native,2016,0,3599,0
Kentucky,White,2016,221,979725,22.560000000000002
Louisiana,Black or African American,2016,61,487050,12.520000000000001
Louisiana,White,2016,132,717603,18.39
Maine,White,2016,58,271485,21.36
Maryland,American Indian or Alaska Native,2016,0,13213,0
Maryland,Asian or Pacific Islander,2016,17,112864,15.06
Maryland,Black or African American,2016,56,536496,10.440000000000001
Maryland,White,2016,188,864719,21.740000000000002
Massachusetts,Asian or Pacific Islander,2016,26,128502,20.230000000000004
Massachusetts,Black or African American,2016,24,200422,11.97
Massachusetts,White,2016,253,1274412,19.85
Michigan,Black or African American,2016,74,465255,15.91
Michigan,White,2016,396,1907411,20.76
Minnesota,Black or African American,2016,30,162130,18.5
Minnesota,White,2016,225,1152970,19.51
Mississippi,American Indian or Alaska Native,2016,0,6480,0
Mississippi,Black or African American,2016,59,356092,16.57
Mississippi,White,2016,87,436590,19.930000000000003
Missouri,Black or African American,2016,40,247426,16.169999999999998
Missouri,White,2016,250,1252238,19.96
Montana,Asian or Pacific Islander,2016,0,2841,0
Montana,Black or African American,2016,0,4165,0
Montana,White,2016,38,218971,17.35
Nebraska,White,2016,95,458274,20.730000000000004
Nevada,White,2016,129,556940,23.16
New Hampshire,American Indian or Alaska Native,2016,0,1311,0
New Hampshire,White,2016,48,281526,17.05
New Jersey,Asian or Pacific Islander,2016,43,240324,17.89
New Jersey,Black or African American,2016,69,409783,16.84
New Jersey,White,2016,363,1593322,22.78
New Mexico,Black or African American,2016,0,21473,0
New Mexico,White,2016,75,439943,17.05
New York,Asian or Pacific Islander,2016,73,442984,16.48
New York,Black or African American,2016,143,1020597,14.01
New York,White,2016,743,3278826,22.66
North Carolina,Asian or Pacific Islander,2016,18,100882,17.84
North Carolina,Black or African American,2016,117,679684,17.21
North Carolina,White,2016,339,1731140,19.580000000000002
North Dakota,White,2016,28,168921,16.580000000000002
Ohio,Black or African American,2016,66,527596,12.51
Ohio,White,2016,442,2337075,18.91
Oklahoma,American Indian or Alaska Native,2016,39,157394,24.78
Oklahoma,White,2016,135,761419,17.73
Oregon,White,2016,152,844129,18.01
Pennsylvania,Asian or Pacific Islander,2016,18,135597,13.27
Pennsylvania,Black or African American,2016,68,513142,13.25
Pennsylvania,White,2016,480,2407205,19.94
Rhode Island,American Indian or Alaska Native,2016,0,4990,0
Rhode Island,White,2016,38,201633,18.85
South Carolina,Black or African American,2016,52,403828,12.880000000000003
South Carolina,White,2016,156,788641,19.78
South Dakota,Asian or Pacific Islander,2016,0,4608,0
South Dakota,White,2016,35,186284,18.790000000000003
Tennessee,American Indian or Alaska Native,2016,0,9944,0
Tennessee,Black or African American,2016,52,364103,14.280000000000001
Tennessee,White,2016,251,1269691,19.77
Texas,Asian or Pacific Islander,2016,71,416351,17.05
Texas,Black or African American,2016,152,1137312,13.36
Texas,White,2016,1349,6459320,20.880000000000003
Utah,White,2016,175,940149,18.61
Vermont,American Indian or Alaska Native,2016,0,740,0
Vermont,Asian or Pacific Islander,2016,0,3613,0
Vermont,Black or African American,2016,0,4237,0
Vermont,White,2016,27,133722,20.19
Virginia,Asian or Pacific Islander,2016,22,165664,13.280000000000001
Virginia,Black or African American,2016,63,496325,12.690000000000001
Virginia,White,2016,239,1439914,16.6
Washington,Asian or Pacific Islander,2016,41,193288,21.21
Washington,White,2016,281,1436348,19.560000000000002
West Virginia,American Indian or Alaska Native,2016,0,984,0
West Virginia,Asian or Pacific Islander,2016,0,4164,0
West Virginia,White,2016,75,394508,19.01
Wisconsin,Black or African American,2016,16,158998,10.06
Wisconsin,White,2016,258,1214589,21.240000000000002
Wyoming,Asian or Pacific Islander,2016,0,1920,0
Wyoming,Black or African American,2016,0,3474,0
Wyoming,White,2016,31,141300,21.94
Alabama,Black or African American,2017,56,392087,14.280000000000001
Alabama,White,2017,157,825635,19.02
Alaska,White,2017,26,122926,21.150000000000002
Arizona,American Indian or Alaska Native,2017,18,138857,12.96
Arizona,White,2017,273,1446086,18.880000000000003
Arkansas,Black or African American,2017,27,156689,17.23
Arkansas,White,2017,104,599015,17.36
California,Asian or Pacific Islander,2017,210,1534164,13.690000000000001
California,Black or African American,2017,103,796375,12.930000000000001
California,White,2017,1453,7596536,19.130000000000003
Colorado,Black or African American,2017,19,96843,19.62
Colorado,White,2017,230,1219765,18.86
Connecticut,American Indian or Alaska Native,2017,0,7725,0
Connecticut,Black or African American,2017,17,132097,12.87
Connecticut,White,2017,136,678073,20.060000000000002
Delaware,American Indian or Alaska Native,2017,0,2051,0
Delaware,White,2017,34,149487,22.740000000000002
District of Columbia,American Indian or Alaska Native,2017,0,1416,0
District of Columbia,Asian or Pacific Islander,2017,0,5754,0
Florida,Asian or Pacific Islander,2017,16,167933,9.53
Florida,Black or African American,2017,162,1116186,14.51
Florida,White,2017,717,3384886,21.180000000000003
Georgia,Asian or Pacific Islander,2017,28,134814,20.77
Georgia,Black or African American,2017,158,1042262,15.16
Georgia,White,2017,324,1626276,19.92
Hawaii,American Indian or Alaska Native,2017,0,1337,0
Hawaii,Asian or Pacific Islander,2017,43,279107,15.41
Idaho,White,2017,84,468525,17.930000000000003
Illinois,Asian or Pacific Islander,2017,36,199361,18.06
Illinois,Black or African American,2017,81,585754,13.830000000000002
Illinois,White,2017,510,2474352,20.61
Indiana,American Indian or Alaska Native,2017,0,9548,0
Indiana,Black or African American,2017,27,245674,10.990000000000002
Indiana,White,2017,259,1468507,17.64
Iowa,American Indian or Alaska Native,2017,0,7423,0
Iowa,White,2017,152,737551,20.61
Kansas,White,2017,127,686082,18.51
Kentucky,American Indian or Alaska Native,2017,0,3571,0
Kentucky,Black or African American,2017,23,130063,17.680000000000003
Kentucky,White,2017,229,979356,23.380000000000003
Louisiana,American Indian or Alaska Native,2017,0,12191,0
Louisiana,Black or African American,2017,48,485146,9.89
Louisiana,White,2017,137,713965,19.19
Maine,American Indian or Alaska Native,2017,0,3163,0
Maine,White,2017,70,269400,25.980000000000004
Maryland,Black or African American,2017,73,537160,13.590000000000002
Maryland,White,2017,141,863880,16.32
Massachusetts,Asian or Pacific Islander,2017,20,132441,15.100000000000001
Massachusetts,Black or African American,2017,37,204811,18.07
Massachusetts,White,2017,233,1266308,18.400000000000002
Michigan,Black or African American,2017,62,464518,13.350000000000001
Michigan,White,2017,337,1896566,17.77
Minnesota,Asian or Pacific Islander,2017,24,101909,23.55
Minnesota,Black or African American,2017,23,169549,13.57
Minnesota,White,2017,254,1151884,22.05
Mississippi,American Indian or Alaska Native,2017,0,6566,0
Mississippi,Black or African American,2017,46,352727,13.040000000000001
Mississippi,White,2017,82,434430,18.880000000000003
Missouri,Black or African American,2017,34,247883,13.719999999999999
Missouri,White,2017,191,1249225,15.290000000000001
Montana,Black or African American,2017,0,4339,0
Montana,White,2017,56,219938,25.46
Nebraska,White,2017,92,460056,20
Nevada,White,2017,110,558222,19.71
New Hampshire,White,2017,62,279106,22.21
New Jersey,American Indian or Alaska Native,2017,0,21172,0
New Jersey,Asian or Pacific Islander,2017,43,246198,17.47
New Jersey,Black or African American,2017,59,409951,14.39
New Jersey,White,2017,348,1590272,21.880000000000003
New Mexico,White,2017,67,435038,15.4
New York,Asian or Pacific Islander,2017,100,451138,22.17
New York,Black or African American,2017,147,1013615,14.5
New York,White,2017,748,3258929,22.950000000000003
North Carolina,Black or African American,2017,87,682835,12.740000000000002
North Carolina,White,2017,326,1733367,18.81
North Dakota,White,2017,26,168814,15.4
Ohio,Black or African American,2017,71,532427,13.340000000000002
Ohio,White,2017,429,2326373,18.44
Oklahoma,American Indian or Alaska Native,2017,33,157877,20.900000000000002
Oklahoma,White,2017,111,758138,14.64
Oregon,White,2017,192,845751,22.700000000000003
Pennsylvania,Asian or Pacific Islander,2017,22,139792,15.740000000000002
Pennsylvania,Black or African American,2017,57,517357,11.020000000000001
Pennsylvania,White,2017,471,2393549,19.680000000000003
Rhode Island,American Indian or Alaska Native,2017,0,5196,0
Rhode Island,White,2017,38,199739,19.02
South Carolina,Black or African American,2017,55,403382,13.630000000000003
South Carolina,White,2017,153,795262,19.240000000000002
South Dakota,Asian or Pacific Islander,2017,0,4966,0
South Dakota,White,2017,29,187608,15.46
Tennessee,American Indian or Alaska Native,2017,0,10440,0
Tennessee,Black or African American,2017,45,365110,12.33
Tennessee,White,2017,245,1276337,19.200000000000003
Texas,Asian or Pacific Islander,2017,83,432440,19.19
Texas,Black or African American,2017,162,1156071,14.01
Texas,White,2017,1286,6487161,19.82
Utah,White,2017,204,949501,21.480000000000004
Vermont,American Indian or Alaska Native,2017,0,733,0
Vermont,Black or African American,2017,0,4241,0
Vermont,White,2017,31,132553,23.39
Virginia,American Indian or Alaska Native,2017,0,14086,0
Virginia,Asian or Pacific Islander,2017,20,169504,11.8
Virginia,Black or African American,2017,67,498361,13.440000000000001
Virginia,White,2017,229,1440057,15.9
Washington,Asian or Pacific Islander,2017,41,200465,20.450000000000003
Washington,Black or African American,2017,21,135447,15.5
Washington,White,2017,286,1444403,19.8
West Virginia,American Indian or Alaska Native,2017,0,944,0
West Virginia,Asian or Pacific Islander,2017,0,4113,0
West Virginia,White,2017,77,390061,19.740000000000002
