state,race,year,count,population,crude_rate_100k
Tennessee,American Indian or Alaska Native,2003,0,5681,0
Tennessee,Black or African American,2003,48,348509,13.77
Tennessee,White,2003,205,1205319,17.01
Texas,Asian or Pacific Islander,2003,30,220587,13.600000000000001
Texas,Black or African American,2003,121,915703,13.21
Texas,White,2003,1078,5611922,19.21
Utah,American Indian or Alaska Native,2003,0,15497,0
Utah,White,2003,143,777046,18.400000000000002
Vermont,American Indian or Alaska Native,2003,0,910,0
Vermont,Black or African American,2003,0,2591,0
Vermont,White,2003,29,158046,18.35
Virginia,American Indian or Alaska Native,2003,0,9364,0
Virginia,Black or African American,2003,60,486347,12.340000000000002
Virginia,White,2003,222,1401588,15.840000000000002
Washington,Asian or Pacific Islander,2003,21,126469,16.6
Washington,White,2003,226,1418399,15.930000000000001
West Virginia,American Indian or Alaska Native,2003,0,861,0
West Virginia,White,2003,70,417912,16.75
Wisconsin,Black or African American,2003,21,145547,14.430000000000001
Wisconsin,White,2003,254,1311841,19.36
Wyoming,White,2003,22,132020,16.66
Alabama,American Indian or Alaska Native,2004,0,8868,0
Alabama,Black or African American,2004,52,403473,12.89
Alabama,White,2004,166,819314,20.26
Alaska,Black or African American,2004,0,11808,0
Alaska,White,2004,22,135571,16.23
Arizona,American Indian or Alaska Native,2004,18,127135,14.16
Arizona,White,2004,245,1386995,17.66
Arkansas,Black or African American,2004,16,159055,10.06
Arkansas,White,2004,88,584477,15.06
California,American Indian or Alaska Native,2004,17,199047,8.540000000000001
California,Asian or Pacific Islander,2004,174,1262459,13.780000000000001
California,Black or African American,2004,99,884782,11.190000000000001
California,White,2004,1521,8097437,18.78
Colorado,White,2004,197,1139218,17.290000000000003
Connecticut,American Indian or Alaska Native,2004,0,5448,0
Connecticut,White,2004,148,769820,19.230000000000004
Delaware,American Indian or Alaska Native,2004,0,1433,0
Delaware,Asian or Pacific Islander,2004,0,6680,0
Delaware,White,2004,39,155709,25.05
District of Columbia,American Indian or Alaska Native,2004,0,694,0
District of Columbia,Asian or Pacific Islander,2004,0,3253,0
Florida,Black or African American,2004,132,990225,13.330000000000002
Florida,White,2004,588,3210865,18.31
Georgia,American Indian or Alaska Native,2004,0,11942,0
Georgia,Black or African American,2004,134,910978,14.71
Georgia,White,2004,251,1565648,16.03
Hawaii,American Indian or Alaska Native,2004,0,1491,0
Hawaii,Asian or Pacific Islander,2004,34,262651,12.940000000000001
Idaho,Asian or Pacific Islander,2004,0,5629,0
Idaho,White,2004,74,409909,18.05
Illinois,American Indian or Alaska Native,2004,0,20888,0
Illinois,Asian or Pacific Islander,2004,22,144247,15.25
Illinois,Black or African American,2004,84,683467,12.290000000000001
Illinois,White,2004,495,2723112,18.180000000000003
Indiana,American Indian or Alaska Native,2004,0,7477,0
Indiana,Black or African American,2004,25,213093,11.73
Indiana,White,2004,258,1526712,16.900000000000002
Iowa,American Indian or Alaska Native,2004,0,5003,0
Iowa,White,2004,114,755522,15.090000000000002
Kansas,American Indian or Alaska Native,2004,0,12662,0
Kansas,White,2004,124,691905,17.919999999999998
Kentucky,American Indian or Alaska Native,2004,0,2947,0
Kentucky,Black or African American,2004,19,113170,16.790000000000003
Kentucky,White,2004,173,984354,17.57
Louisiana,Asian or Pacific Islander,2004,0,20088,0
Louisiana,Black or African American,2004,75,538540,13.930000000000001
Louisiana,White,2004,115,756530,15.200000000000001
Maine,Asian or Pacific Islander,2004,0,4355,0
Maine,White,2004,64,317429,20.16
Maryland,Black or African American,2004,53,529554,10.01
Maryland,White,2004,156,919031,16.97
Massachusetts,American Indian or Alaska Native,2004,0,9058,0
Massachusetts,Black or African American,2004,18,167751,10.73
Massachusetts,White,2004,258,1402245,18.400000000000002
Michigan,Black or African American,2004,77,530972,14.5
Michigan,White,2004,402,2214099,18.16
Minnesota,White,2004,258,1227947,21.01
Mississippi,American Indian or Alaska Native,2004,0,5460,0
Mississippi,Asian or Pacific Islander,2004,0,7326,0
Mississippi,Black or African American,2004,40,382077,10.47
Mississippi,White,2004,47,457667,10.270000000000001
Missouri,Black or African American,2004,42,246599,17.03
Missouri,White,2004,209,1306899,15.990000000000002
Montana,Asian or Pacific Islander,2004,0,2137,0
Montana,Black or African American,2004,0,2791,0
Montana,White,2004,50,219559,22.77
Nebraska,Asian or Pacific Islander,2004,0,9725,0
Nebraska,White,2004,85,451823,18.81
Nevada,American Indian or Alaska Native,2004,0,13741,0
Nevada,White,2004,101,522103,19.340000000000003
New Hampshire,American Indian or Alaska Native,2004,0,1325,0
New Hampshire,Black or African American,2004,0,6480,0
New Hampshire,White,2004,76,331525,22.92
New Jersey,Asian or Pacific Islander,2004,33,178621,18.47
New Jersey,Black or African American,2004,62,421672,14.700000000000001
New Jersey,White,2004,355,1723737,20.590000000000003
New Mexico,White,2004,88,455756,19.310000000000002
New York,Asian or Pacific Islander,2004,63,335907,18.76
New York,Black or African American,2004,174,1104758,15.75
New York,White,2004,734,3616883,20.290000000000003
North Carolina,Black or African American,2004,78,626939,12.440000000000001
North Carolina,White,2004,303,1608105,18.84
North Dakota,Asian or Pacific Islander,2004,0,1597,0
North Dakota,Black or African American,2004,0,3242,0
North Dakota,White,2004,30,153542,19.540000000000003
Ohio,Black or African American,2004,67,509050,13.16
Ohio,White,2004,475,2589812,18.34
Oklahoma,American Indian or Alaska Native,2004,28,132065,21.200000000000003
Oklahoma,Black or African American,2004,17,107559,15.81
Oklahoma,White,2004,131,732245,17.89
Oregon,White,2004,162,849370,19.07
Pennsylvania,American Indian or Alaska Native,2004,0,10963,0
Pennsylvania,Black or African American,2004,67,478717,14
Pennsylvania,White,2004,488,2659342,18.35
Rhode Island,American Indian or Alaska Native,2004,0,3295,0
Rhode Island,Asian or Pacific Islander,2004,0,10524,0
Rhode Island,White,2004,55,240483,22.87
South Carolina,American Indian or Alaska Native,2004,0,6031,0
South Carolina,Asian or Pacific Islander,2004,0,14880,0
South Carolina,Black or African American,2004,54,415859,12.990000000000002
South Carolina,White,2004,129,721616,17.880000000000003
South Dakota,Asian or Pacific Islander,2004,0,2146,0
South Dakota,Black or African American,2004,0,4271,0
South Dakota,White,2004,34,182822,18.6
Tennessee,American Indian or Alaska Native,2004,0,5985,0
Tennessee,Black or African American,2004,48,351857,13.64
Tennessee,White,2004,230,1212527,18.97
Texas,Asian or Pacific Islander,2004,27,230517,11.71
Texas,Black or African American,2004,124,925710,13.4
Texas,White,2004,1122,5672933,19.78
Utah,American Indian or Alaska Native,2004,0,15656,0
Utah,White,2004,133,785005,16.94
Vermont,American Indian or Alaska Native,2004,0,907,0
Vermont,Black or African American,2004,0,2760,0
Vermont,White,2004,32,156122,20.5
Virginia,Black or African American,2004,77,490850,15.690000000000001
Virginia,White,2004,230,1414979,16.25
Washington,White,2004,277,1418279,19.53
West Virginia,American Indian or Alaska Native,2004,0,908,0
West Virginia,Asian or Pacific Islander,2004,0,3146,0
West Virginia,White,2004,76,417426,18.21
Wisconsin,White,2004,203,1305878,15.55
Wyoming,Asian or Pacific Islander,2004,0,1156,0
Wyoming,Black or African American,2004,0,2389,0
Wyoming,White,2004,20,131536,15.200000000000001
Alabama,Black or African American,2005,52,402225,12.930000000000001
Alabama,White,2005,115,822252,13.990000000000002
Alaska,Black or African American,2005,0,11724,0
Alaska,White,2005,18,133691,13.46
Arizona,American Indian or Alaska Native,2005,22,129956,16.930000000000003
Arizona,White,2005,251,1423686,17.630000000000003
Arkansas,Black or African American,2005,23,159107,14.46
Arkansas,White,2005,83,589828,14.07
California,Asian or Pacific Islander,2005,179,1283225,13.950000000000001
California,Black or African American,2005,120,878492,13.66
California,White,2005,1474,8073656,18.26
Colorado,White,2005,208,1146012,18.150000000000002
Connecticut,American Indian or Alaska Native,2005,0,5617,0
Connecticut,Black or African American,2005,19,133631,14.219999999999999
Connecticut,White,2005,156,763631,20.430000000000003
Delaware,American Indian or Alaska Native,2005,0,1540,0
Delaware,White,2005,33,155982,21.16
District of Columbia,American Indian or Alaska Native,2005,0,721,0
District of Columbia,Asian or Pacific Islander,2005,0,3264,0
Florida,Asian or Pacific Islander,2005,25,120005,20.830000000000002
Florida,Black or African American,2005,161,1016389,15.840000000000002
Florida,White,2005,577,3263234,17.680000000000003
Georgia,Black or African American,2005,122,930302,13.11
Georgia,White,2005,271,1587594,17.07
Hawaii,Asian or Pacific Islander,2005,44,263395,16.7
Idaho,Asian or Pacific Islander,2005,0,6068,0
Idaho,White,2005,67,417825,16.040000000000003
Illinois,Asian or Pacific Islander,2005,17,148409,11.450000000000001
Illinois,Black or African American,2005,91,677610,13.430000000000001
Illinois,White,2005,486,2704599,17.97
Indiana,American Indian or Alaska Native,2005,0,7732,0
Indiana,Black or African American,2005,27,217475,12.420000000000002
Indiana,White,2005,264,1527176,17.290000000000003
Iowa,White,2005,139,750632,18.52
Kansas,White,2005,104,688772,15.100000000000001
Kentucky,American Indian or Alaska Native,2005,0,3084,0
Kentucky,White,2005,191,987092,19.35
Louisiana,Asian or Pacific Islander,2005,0,19432,0
Louisiana,Black or African American,2005,55,504724,10.9
Louisiana,White,2005,123,731321,16.82
Maine,Asian or Pacific Islander,2005,0,4446,0
Maine,Black or African American,2005,0,7566,0
Maine,White,2005,64,313635,20.41
Maryland,American Indian or Alaska Native,2005,0,8541,0
Maryland,Black or African American,2005,57,534610,10.66
Maryland,White,2005,160,911491,17.55
Massachusetts,American Indian or Alaska Native,2005,0,9489,0
Massachusetts,Asian or Pacific Islander,2005,18,91643,19.64
Massachusetts,White,2005,257,1384404,18.56
Michigan,Black or African American,2005,74,528601,14
Michigan,White,2005,419,2190603,19.130000000000003
Minnesota,Asian or Pacific Islander,2005,17,75055,22.650000000000002
Minnesota,White,2005,197,1215807,16.2
Mississippi,Asian or Pacific Islander,2005,0,7411,0
Mississippi,Black or African American,2005,45,378054,11.9
Mississippi,White,2005,85,451275,18.84
Missouri,Black or African American,2005,40,248689,16.080000000000002
Missouri,White,2005,246,1304603,18.86
Montana,Asian or Pacific Islander,2005,0,2122,0
Montana,Black or African American,2005,0,2872,0
Montana,White,2005,45,218130,20.630000000000003
Nebraska,White,2005,81,450075,18
Nevada,White,2005,104,536235,19.39
New Hampshire,American Indian or Alaska Native,2005,0,1345,0
New Hampshire,White,2005,66,329138,20.05
New Jersey,American Indian or Alaska Native,2005,0,13668,0
New Jersey,Asian or Pacific Islander,2005,27,184423,14.64
New Jersey,Black or African American,2005,63,420202,14.990000000000002
New Jersey,White,2005,335,1713806,19.55
New Mexico,White,2005,92,457009,20.130000000000003
New York,Asian or Pacific Islander,2005,62,341535,18.150000000000002
New York,Black or African American,2005,143,1090548,13.11
New York,White,2005,687,3565429,19.27
North Carolina,Black or African American,2005,85,635264,13.380000000000003
North Carolina,White,2005,331,1635114,20.240000000000002
North Dakota,Black or African American,2005,0,3507,0
North Dakota,White,2005,28,151107,18.53
Ohio,American Indian or Alaska Native,2005,0,10542,0
Ohio,Black or African American,2005,66,512522,12.880000000000003
Ohio,White,2005,468,2565948,18.240000000000002
Oklahoma,American Indian or Alaska Native,2005,28,134307,20.85
Oklahoma,White,2005,112,730914,15.32
Oregon,White,2005,135,849049,15.9
Pennsylvania,Asian or Pacific Islander,2005,17,90721,18.740000000000002
Pennsylvania,Black or African American,2005,62,486280,12.75
Pennsylvania,White,2005,527,2637687,19.980000000000004
Rhode Island,American Indian or Alaska Native,2005,0,3416,0
Rhode Island,Asian or Pacific Islander,2005,0,10442,0
Rhode Island,White,2005,43,235465,18.26
South Carolina,American Indian or Alaska Native,2005,0,6370,0
South Carolina,Black or African American,2005,41,416239,9.850000000000001
South Carolina,White,2005,108,728657,14.82
South Dakota,Asian or Pacific Islander,2005,0,2211,0
South Dakota,White,2005,20,181568,11.020000000000001
Tennessee,American Indian or Alaska Native,2005,0,6254,0
Tennessee,Black or African American,2005,60,356209,16.84
Tennessee,White,2005,199,1224003,16.26
Texas,Asian or Pacific Islander,2005,33,241853,13.64
Texas,Black or African American,2005,134,937393,14.290000000000001
Texas,White,2005,1028,5729275,17.94
Utah,Asian or Pacific Islander,2005,0,25896,0
Utah,Black or African American,2005,0,14640,0
Utah,White,2005,158,798064,19.8
Vermont,American Indian or Alaska Native,2005,0,909,0
Vermont,Asian or Pacific Islander,2005,0,2436,0
Vermont,Black or African American,2005,0,2914,0
Vermont,White,2005,19,153759,12.36
Virginia,American Indian or Alaska Native,2005,0,10560,0
Virginia,Black or African American,2005,56,492803,11.36
Virginia,White,2005,267,1421439,18.78
Washington,Asian or Pacific Islander,2005,26,135991,19.12
Washington,White,2005,281,1413206,19.880000000000003
West Virginia,American Indian or Alaska Native,2005,0,871,0
West Virginia,White,2005,66,415366,15.89
Wisconsin,White,2005,240,1296536,18.51
Wyoming,White,2005,17,130847,12.990000000000002
Alabama,American Indian or Alaska Native,2006,0,9303,0
Alabama,Black or African American,2006,40,405460,9.870000000000001
Alabama,White,2006,141,829812,16.990000000000002
Alaska,White,2006,22,133230,16.51
Arizona,American Indian or Alaska Native,2006,17,132743,12.81
Arizona,Black or African American,2006,16,98756,16.2
Arizona,White,2006,251,1460866,17.180000000000003
Arkansas,Black or African American,2006,27,160474,16.830000000000002
Arkansas,White,2006,87,596118,14.590000000000002
California,Asian or Pacific Islander,2006,159,1303233,12.200000000000001
California,Black or African American,2006,96,872642,11
California,White,2006,1466,8036520,18.240000000000002
Colorado,White,2006,197,1157313,17.02
Connecticut,American Indian or Alaska Native,2006,0,5853,0
Connecticut,Black or African American,2006,18,134641,13.37
Connecticut,White,2006,129,756762,17.05
Delaware,American Indian or Alaska Native,2006,0,1694,0
Delaware,White,2006,32,156092,20.5
District of Columbia,American Indian or Alaska Native,2006,0,742,0
District of Columbia,Asian or Pacific Islander,2006,0,3271,0
Florida,Black or African American,2006,137,1038350,13.190000000000001
Florida,White,2006,655,3301673,19.840000000000003
Georgia,American Indian or Alaska Native,2006,0,14142,0
Georgia,Black or African American,2006,128,958605,13.350000000000001
Georgia,White,2006,294,1611226,18.25
Hawaii,American Indian or Alaska Native,2006,0,1518,0
Hawaii,Asian or Pacific Islander,2006,37,265289,13.950000000000001
Idaho,American Indian or Alaska Native,2006,0,9844,0
Idaho,White,2006,76,426766,17.81
Illinois,Asian or Pacific Islander,2006,19,152550,12.450000000000001
Illinois,Black or African American,2006,81,672881,12.040000000000001
Illinois,White,2006,481,2687764,17.900000000000002
Indiana,American Indian or Alaska Native,2006,0,8153,0
Indiana,Black or African American,2006,23,222689,10.33
Indiana,White,2006,272,1530245,17.77
Iowa,American Indian or Alaska Native,2006,0,5322,0
Iowa,White,2006,113,750095,15.06
Kansas,White,2006,128,686690,18.64
Kentucky,American Indian or Alaska Native,2006,0,3176,0
Kentucky,Asian or Pacific Islander,2006,0,14769,0
Kentucky,White,2006,153,991052,15.440000000000001
Louisiana,American Indian or Alaska Native,2006,0,10449,0
Louisiana,Black or African American,2006,59,472103,12.5
Louisiana,White,2006,117,708082,16.52
Maine,American Indian or Alaska Native,2006,0,3217,0
Maine,White,2006,60,309886,19.36
Maryland,American Indian or Alaska Native,2006,0,9067,0
Maryland,Black or African American,2006,48,538214,8.92
Maryland,White,2006,159,901804,17.630000000000003
Massachusetts,American Indian or Alaska Native,2006,0,9886,0
Massachusetts,Black or African American,2006,21,171665,12.23
Massachusetts,White,2006,307,1368890,22.430000000000003
Michigan,Black or African American,2006,71,525736,13.5
Michigan,White,2006,407,2164310,18.81
Minnesota,Black or African American,2006,20,116333,17.19
Minnesota,White,2006,211,1208031,17.47
Mississippi,American Indian or Alaska Native,2006,0,5801,0
Mississippi,Black or African American,2006,43,380221,11.31
Mississippi,White,2006,83,452561,18.34
Missouri,American Indian or Alaska Native,2006,0,11243,0
Missouri,Black or African American,2006,32,251029,12.75
Missouri,White,2006,215,1305378,16.47
Montana,Asian or Pacific Islander,2006,0,2121,0
Montana,White,2006,32,217723,14.700000000000001
Nebraska,White,2006,76,448402,16.95
Nevada,White,2006,104,552097,18.84
New Hampshire,White,2006,65,326235,19.92
New Jersey,American Indian or Alaska Native,2006,0,14481,0
New Jersey,Asian or Pacific Islander,2006,30,189900,15.8
New Jersey,Black or African American,2006,58,417926,13.880000000000003
New Jersey,White,2006,348,1698055,20.490000000000002
New Mexico,White,2006,70,458315,15.27
New York,Asian or Pacific Islander,2006,52,347233,14.980000000000002
New York,Black or African American,2006,158,1080240,14.630000000000003
New York,White,2006,733,3516396,20.85
North Carolina,Black or African American,2006,96,646779,14.840000000000002
North Carolina,White,2006,300,1666671,18
North Dakota,Asian or Pacific Islander,2006,0,1765,0
North Dakota,Black or African American,2006,0,3719,0
North Dakota,White,2006,27,148997,18.12
Ohio,American Indian or Alaska Native,2006,0,10789,0
Ohio,Black or African American,2006,64,516354,12.39
Ohio,White,2006,462,2545642,18.150000000000002
Oklahoma,American Indian or Alaska Native,2006,26,137326,18.930000000000003
Oklahoma,Black or African American,2006,29,110173,26.32
Oklahoma,White,2006,147,734176,20.02
Oregon,White,2006,168,853319,19.69
Pennsylvania,Black or African American,2006,79,493339,16.01
Pennsylvania,White,2006,522,2621971,19.91
Rhode Island,American Indian or Alaska Native,2006,0,3516,0
Rhode Island,White,2006,41,231596,17.7
South Carolina,American Indian or Alaska Native,2006,0,6880,0
South Carolina,Black or African American,2006,52,418459,12.43
South Carolina,White,2006,139,739962,18.78
South Dakota,Asian or Pacific Islander,2006,0,2348,0
South Dakota,White,2006,26,181176,14.350000000000001
Tennessee,American Indian or Alaska Native,2006,0,6582,0
Tennessee,Black or African American,2006,53,362214,14.630000000000003
Tennessee,White,2006,194,1238490,15.66
Texas,Asian or Pacific Islander,2006,33,257257,12.830000000000002
Texas,Black or African American,2006,140,988900,14.16
Texas,White,2006,1165,5827474,19.990000000000002
Utah,White,2006,150,817187,18.36
Vermont,American Indian or Alaska Native,2006,0,876,0
Vermont,Black or African American,2006,0,3207,0
Vermont,White,2006,33,151290,21.810000000000002
Virginia,Black or African American,2006,66,495958,13.31
Virginia,White,2006,240,1425069,16.84
Washington,Asian or Pacific Islander,2006,21,141693,14.82
Washington,White,2006,255,1418535,17.98
West Virginia,American Indian or Alaska Native,2006,0,884,0
West Virginia,Asian or Pacific Islander,2006,0,3385,0
West Virginia,Black or African American,2006,0,20838,0
West Virginia,White,2006,65,414584,15.680000000000001
Wisconsin,Black or African American,2006,19,151280,12.56
Wisconsin,White,2006,234,1288982,18.150000000000002
Wyoming,Asian or Pacific Islander,2006,0,1287,0
Wyoming,Black or African American,2006,0,2523,0
Wyoming,White,2006,21,131655,15.950000000000001
Alabama,American Indian or Alaska Native,2007,0,9657,0
Alabama,Black or African American,2007,56,406489,13.780000000000001
Alabama,White,2007,145,835729,17.35
Alaska,White,2007,21,132068,15.9
Arizona,White,2007,275,1488047,18.48
Arkansas,American Indian or Alaska Native,2007,0,8476,0
Arkansas,Black or African American,2007,29,160261,18.1
Arkansas,White,2007,113,601506,18.790000000000003
California,American Indian or Alaska Native,2007,18,223137,8.07
California,Asian or Pacific Islander,2007,196,1326249,14.780000000000001
California,Black or African American,2007,103,867502,11.870000000000001
California,White,2007,1549,8002165,19.36
Colorado,White,2007,204,1169835,17.44
Connecticut,Black or African American,2007,19,135999,13.969999999999999
Connecticut,White,2007,139,749177,18.55
Delaware,American Indian or Alaska Native,2007,0,1783,0
Delaware,White,2007,28,156142,17.930000000000003
District of Columbia,American Indian or Alaska Native,2007,0,825,0
District of Columbia,Asian or Pacific Islander,2007,0,3360,0
Florida,Asian or Pacific Islander,2007,20,132552,15.090000000000002
Florida,Black or African American,2007,124,1048370,11.83
Florida,White,2007,701,3310474,21.180000000000003
Georgia,Asian or Pacific Islander,2007,17,91527,18.57
Georgia,Black or African American,2007,140,983656,14.230000000000002
Georgia,White,2007,308,1638801,18.790000000000003
Hawaii,American Indian or Alaska Native,2007,0,1452,0
Hawaii,Asian or Pacific Islander,2007,41,266664,15.380000000000003
Hawaii,Black or African American,2007,0,11821,0
Idaho,American Indian or Alaska Native,2007,0,10324,0
Idaho,Asian or Pacific Islander,2007,0,7057,0
Idaho,Black or African American,2007,0,6762,0
Idaho,White,2007,83,436313,19.02
Illinois,American Indian or Alaska Native,2007,0,25570,0
Illinois,Asian or Pacific Islander,2007,26,157398,16.52
Illinois,Black or African American,2007,95,669118,14.200000000000001
Illinois,White,2007,495,2679204,18.48
Indiana,American Indian or Alaska Native,2007,0,8452,0
Indiana,Black or African American,2007,33,227311,14.52
Indiana,White,2007,294,1532957,19.180000000000003
Iowa,American Indian or Alaska Native,2007,0,5671,0
Iowa,White,2007,145,749320,19.35
Kansas,White,2007,125,689489,18.130000000000003
Kentucky,American Indian or Alaska Native,2007,0,3214,0
Kentucky,White,2007,191,994720,19.200000000000003
Louisiana,American Indian or Alaska Native,2007,0,10840,0
Louisiana,Black or African American,2007,69,484845,14.230000000000002
Louisiana,White,2007,122,714892,17.07
Maine,Black or African American,2007,0,8764,0
Maine,White,2007,54,306022,17.650000000000002
Maryland,American Indian or Alaska Native,2007,0,9567,0
Maryland,Black or African American,2007,54,540291,9.990000000000002
Maryland,White,2007,162,891843,18.16
Massachusetts,Black or African American,2007,18,174205,10.33
Massachusetts,White,2007,250,1356234,18.430000000000003
Michigan,Black or African American,2007,80,522243,15.32
Michigan,White,2007,437,2135091,20.47
Minnesota,White,2007,221,1201633,18.39
Mississippi,American Indian or Alaska Native,2007,0,5969,0
Mississippi,Black or African American,2007,45,382931,11.75
Mississippi,White,2007,69,455561,15.15
Missouri,Black or African American,2007,26,253069,10.270000000000001
Missouri,White,2007,192,1306793,14.690000000000001
Montana,White,2007,18,218145,8.25
Nebraska,American Indian or Alaska Native,2007,0,10179,0
Nebraska,White,2007,75,447593,16.76
Nevada,White,2007,97,565839,17.14
New Hampshire,American Indian or Alaska Native,2007,0,1440,0
New Hampshire,Black or African American,2007,0,7573,0
New Hampshire,White,2007,61,321772,18.96
New Jersey,Asian or Pacific Islander,2007,26,195658,13.290000000000001
New Jersey,Black or African American,2007,55,416297,13.21
New Jersey,White,2007,339,1683650,20.130000000000003
New Mexico,White,2007,79,460741,17.150000000000002
New York,Asian or Pacific Islander,2007,55,355288,15.480000000000002
New York,Black or African American,2007,152,1072485,14.17
New York,White,2007,730,3477026,20.990000000000002
North Carolina,Black or African American,2007,101,661089,15.280000000000001
North Carolina,White,2007,335,1705974,19.64
North Dakota,Asian or Pacific Islander,2007,0,1884,0
North Dakota,White,2007,30,148216,20.240000000000002
Ohio,American Indian or Alaska Native,2007,0,11124,0
Ohio,Black or African American,2007,65,521563,12.46
Ohio,White,2007,398,2528629,15.740000000000002
Oklahoma,American Indian or Alaska Native,2007,45,140780,31.960000000000004
Oklahoma,Black or African American,2007,17,111562,15.240000000000002
Oklahoma,White,2007,118,739037,15.969999999999999
Oregon,White,2007,191,856799,22.290000000000003
Pennsylvania,American Indian or Alaska Native,2007,0,13740,0
Pennsylvania,Asian or Pacific Islander,2007,18,99225,18.14
Pennsylvania,Black or African American,2007,80,500227,15.990000000000002
Pennsylvania,White,2007,529,2604688,20.310000000000002
Rhode Island,American Indian or Alaska Native,2007,0,3536,0
Rhode Island,Asian or Pacific Islander,2007,0,10299,0
Rhode Island,Black or African American,2007,0,30023,0
Rhode Island,White,2007,35,227153,15.41
South Carolina,Black or African American,2007,59,420341,14.040000000000001
South Carolina,White,2007,132,754501,17.5
South Dakota,Asian or Pacific Islander,2007,0,2453,0
South Dakota,Black or African American,2007,0,5318,0
South Dakota,White,2007,28,181599,15.42
Tennessee,Black or African American,2007,36,364511,9.88
Tennessee,White,2007,222,1251600,17.740000000000002
Texas,Asian or Pacific Islander,2007,34,273359,12.440000000000001
Texas,Black or African American,2007,160,1002942,15.950000000000001
Texas,White,2007,1139,5922006,19.230000000000004
Utah,American Indian or Alaska Native,2007,0,17114,0
Utah,White,2007,162,840728,19.27
Vermont,American Indian or Alaska Native,2007,0,856,0
Vermont,Asian or Pacific Islander,2007,0,2638,0
Vermont,Black or African American,2007,0,3379,0
Vermont,White,2007,29,149098,19.450000000000003
Virginia,American Indian or Alaska Native,2007,0,11943,0
Virginia,Asian or Pacific Islander,2007,18,120207,14.969999999999999
Virginia,Black or African American,2007,63,497849,12.65
Virginia,White,2007,256,1427073,17.94
Washington,Asian or Pacific Islander,2007,21,147494,14.240000000000002
Washington,White,2007,275,1423442,19.32
West Virginia,American Indian or Alaska Native,2007,0,869,0
West Virginia,Asian or Pacific Islander,2007,0,3439,0
West Virginia,White,2007,78,414277,18.830000000000002
Wisconsin,White,2007,240,1283967,18.69
Wyoming,American Indian or Alaska Native,2007,0,6024,0
Wyoming,Asian or Pacific Islander,2007,0,1340,0
Wyoming,Black or African American,2007,0,2670,0
Wyoming,White,2007,25,134323,18.61
Alabama,Black or African American,2008,52,408170,12.740000000000002
Alabama,White,2008,144,841245,17.12
Alaska,White,2008,25,130744,19.12
Arizona,American Indian or Alaska Native,2008,19,137311,13.840000000000002
Arizona,White,2008,236,1505973,15.67
Arkansas,American Indian or Alaska Native,2008,0,9011,0
Arkansas,Black or African American,2008,23,160529,14.330000000000002
Arkansas,White,2008,91,605607,15.030000000000001
California,Asian or Pacific Islander,2008,213,1353292,15.740000000000002
California,Black or African American,2008,104,866842,12
California,White,2008,1577,7994352,19.730000000000004
Colorado,White,2008,203,1181141,17.19
Connecticut,American Indian or Alaska Native,2008,0,6318,0
Connecticut,Black or African American,2008,18,137048,13.130000000000003
Connecticut,White,2008,146,742504,19.66
Delaware,American Indian or Alaska Native,2008,0,1929,0
Delaware,Black or African American,2008,19,67283,28.24
Delaware,White,2008,37,156100,23.700000000000003
District of Columbia,American Indian or Alaska Native,2008,0,864,0
District of Columbia,Asian or Pacific Islander,2008,0,3377,0
District of Columbia,Black or African American,2008,17,85587,19.86
Florida,American Indian or Alaska Native,2008,0,29509,0
Florida,Black or African American,2008,182,1057657,17.21
Florida,White,2008,683,3303673,20.67
Georgia,Asian or Pacific Islander,2008,16,96751,16.540000000000003
Georgia,Black or African American,2008,164,1000099,16.400000000000002
Georgia,White,2008,285,1650271,17.27
Hawaii,American Indian or Alaska Native,2008,0,1423,0
Hawaii,Asian or Pacific Islander,2008,32,268526,11.920000000000002
Hawaii,White,2008,19,53473,35.53
Idaho,Black or African American,2008,0,7150,0
Idaho,White,2008,78,443406,17.59
Illinois,Asian or Pacific Islander,2008,32,162005,19.75
Illinois,Black or African American,2008,80,665717,12.020000000000001
Illinois,White,2008,496,2667558,18.59
Indiana,Black or African American,2008,31,231504,13.39
Indiana,White,2008,304,1535063,19.8
Iowa,American Indian or Alaska Native,2008,0,5909,0
Iowa,White,2008,134,750083,17.86
Kansas,American Indian or Alaska Native,2008,0,14152,0
Kansas,White,2008,128,691331,18.52
Kentucky,American Indian or Alaska Native,2008,0,3399,0
Kentucky,Black or African American,2008,17,121948,13.940000000000001
Kentucky,White,2008,168,1000932,16.78
Louisiana,American Indian or Alaska Native,2008,0,11299,0
Louisiana,Black or African American,2008,71,493087,14.4
Louisiana,White,2008,135,720801,18.73
Maine,American Indian or Alaska Native,2008,0,3357,0
Maine,White,2008,66,301846,21.87
Maryland,American Indian or Alaska Native,2008,0,9995,0
Maryland,Black or African American,2008,75,540286,13.880000000000003
Maryland,White,2008,182,883063,20.61
Massachusetts,American Indian or Alaska Native,2008,0,10930,0
Massachusetts,Black or African American,2008,17,177451,9.58
Massachusetts,White,2008,269,1344608,20.01
Michigan,Black or African American,2008,83,515263,16.11
Michigan,White,2008,411,2099632,19.57
Minnesota,Asian or Pacific Islander,2008,18,82013,21.950000000000003
Minnesota,Black or African American,2008,21,127399,16.48
Minnesota,White,2008,217,1194547,18.169999999999998
Mississippi,American Indian or Alaska Native,2008,0,6144,0
Mississippi,Black or African American,2008,50,383519,13.040000000000001
Mississippi,White,2008,72,457258,15.75
